cell,seed,aggregation,group,n,ce_ctw_original,ce_root_original,ce_ctw_shuffled,ce_root_shuffled,g_original,g_shuffled,q
a_total1,2,equal_block,contrast,,0.38075119062481644,0.16223311090274084,0.231109073644177,0.231109073644177,-0.21851807972207649,0.0,-0.21851807972207649
a_total1,2,eligible_token_weighted,HEX,53009.0,4.580964062736315,4.829112647405012,4.740276459066297,4.740276459066297,0.2481485846686963,0.0,0.2481485846686963
a_total1,2,eligible_token_weighted,PROSE_ALL,56099.0,4.23724778121813,4.694651714147141,4.562745173550265,4.562745173550265,0.45740393292901155,0.0,0.45740393292901155
a_total1,2,eligible_token_weighted,contrast,,0.34371628151818445,0.13446093325787078,0.17753128551603137,0.17753128551603137,-0.20925534826031525,0.0,-0.20925534826031525
a_total1,3,equal_block,HEX,53009.0,4.636273367519413,4.8736105813807455,4.805348576543464,4.805348576543464,0.23733721386133144,4.440892098500626e-16,0.237337213861331
a_total1,3,equal_block,PROSE_ALL,56099.0,4.243867676240837,4.705262411468988,4.571281209683443,4.571281209683443,0.46139473522815005,3.552713678800501e-16,0.46139473522814967
a_total1,3,equal_block,contrast,,0.39240569127857583,0.1683481699117575,0.23406736686002105,0.23406736686002105,-0.2240575213668186,8.88178419700125e-17,-0.22405752136681867
a_total1,3,eligible_token_weighted,HEX,53009.0,4.581575730328096,4.830157845855072,4.742216048659093,4.742216048659093,0.24858211552697565,1.0681464327922236e-16,0.24858211552697554
a_total1,3,eligible_token_weighted,PROSE_ALL,56099.0,4.236745248515321,4.693454048582008,4.560038950014969,4.560038950014969,0.45670880006668724,4.0993093714461295e-16,0.45670880006668685
a_total1,3,eligible_token_weighted,contrast,,0.34483048181277454,0.13670379727306425,0.18217709864412335,0.18217709864412335,-0.2081266845397116,-3.031162938653906e-16,-0.2081266845397113
a_total1,4,equal_block,HEX,53009.0,4.642753533276114,4.8720638863339545,4.807530542348779,4.807530542348779,0.22931035305784153,0.0,0.22931035305784153
a_total1,4,equal_block,PROSE_ALL,56099.0,4.248146064496664,4.706024643603905,4.5694569688635,4.5694569688635,0.4578785791072398,3.552713678800501e-16,0.4578785791072394
a_total1,4,equal_block,contrast,,0.39460746877944963,0.16603924273004989,0.2380735734852788,0.2380735734852788,-0.22856822604939825,-3.552713678800501e-16,-0.22856822604939786
a_total1,4,eligible_token_weighted,HEX,53009.0,4.583109797115933,4.830332218427853,4.747713846619723,4.747713846619723,0.24722242131192063,0.0,0.24722242131192063
a_total1,4,eligible_token_weighted,PROSE_ALL,56099.0,4.239506273866912,4.69395223481248,4.558922151247552,4.558922151247552,0.4544459609455678,3.193857869233075e-16,0.4544459609455674
a_total1,4,eligible_token_weighted,contrast,,0.3436035232490209,0.13637998361537296,0.18879169537217066,0.18879169537217066,-0.20722353963364715,-3.193857869233075e-16,-0.20722353963364676
a_total1,5,equal_block,HEX,53009.0,4.624803000715696,4.867515936025775,4.801465286435457,4.801465286435457,0.2427129353100792,0.0,0.2427129353100792
a_total1,5,equal_block,PROSE_ALL,56099.0,4.2433902728594735,4.705690339402209,4.5717028735151635,4.571702873515164,0.4623000665427356,1.7763568394002506e-16,0.4623000665427354
a_total1,5,equal_block,contrast,,0.3814127278562225,0.161825596623566,0.22976241292029354,0.22976241292029265,-0.21958713123265639,-1.7763568394002506e-16,-0.21958713123265622
a_total1,5,eligible_token_weighted,HEX,53009.0,4.583111422454757,4.829887814668271,4.748563668446508,4.748563668446508,0.2467763922135134,0.0,0.2467763922135134
a_total1,5,eligible_token_weighted,PROSE_ALL,56099.0,4.235926969518699,4.69333840258826,4.562146596877128,4.562146596877128,0.457411433069561,1.14420318351001e-16,0.4574114330695609
a_total1,5,eligible_token_weighted,contrast,,0.34718445293605793,0.1365494120800106,0.18641707156937937,0.18641707156937937,-0.2106350408560476,-1.14420318351001e-16,-0.21063504085604748
a_total1,6,equal_block,HEX,53009.0,4.626081274899459,4.868064362565371,4.796211233812368,4.796211233812368,0.2419830876659117,0.0,0.2419830876659117
a_total1,6,equal_block,PROSE_ALL,56099.0,4.250598647004331,4.705289299694791,4.571180971746955,4.571180971746955,0.4546906526904603,0.0,0.4546906526904603
a_total1,6,equal_block,contrast,,0.37548262789512776,0.16277506287057975,0.2250302620654132,0.2250302620654132,-0.21270756502454857,0.0,-0.21270756502454857
a_total1,6,eligible_token_weighted,HEX,53009.0,4.583576858557544,4.829975235395278,4.738612843262698,4.738612843262698,0.2463983768377343,0.0,0.2463983768377343
a_total1,6,eligible_token_weighted,PROSE_ALL,56099.0,4.243408536375083,4.693209712681271,4.55988829395816,4.55988829395816,0.4498011763061884,0.0,0.4498011763061884
a_total1,6,eligible_token_weighted,contrast,,0.3401683221824614,0.13676552271400677,0.17872454930453774,0.17872454930453774,-0.20340279946845408,0.0,-0.20340279946845408
a_total1,7,equal_block,HEX,53009.0,4.631425234947253,4.870527905126589,4.797216774248005,4.797216774248005,0.2391026701793364,0.0,0.2391026701793364
a_total1,7,equal_block,PROSE_ALL,56099.0,4.2475060820336665,4.705490272294844,4.57168450545082,4.57168450545082,0.4579841902611764,0.0,0.4579841902611764
a_total1,7,equal_block,contrast,,0.38391915291358636,0.1650376328317451,0.2255322687971848,0.2255322687971848,-0.21888152008184003,0.0,-0.21888152008184003
